"","X","SampleSite_ID","BEC_Zone","BEC_Subzone","BEC_Variant","SPECIES_CD_1_1","SPECIES_PCT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","PLI_percent_pre","FDI_percent_pre","SX_percent_pre","AT_percent_pre","Species_pre","Year","Dominant_pre","LeadingSpecies_pre","LeadingPercent_pre","SecondSpecies_pre","SecondPercent_pre","ThirdSpecies_pre","ThirdPercent_pre","FourthSpecies_pre","FourthPercent_pre","SpeciesAll","PLI_percent","FDI_percent","SX_percent","AT_percent","Species","Dominant","LeadingSpecies","LeadingPercent","SecondSpecies","SecondPercent","ThirdSpecies","ThirdPercent","FourthSpecies","FourthPercent","Trans"
"342",342,"266","IDF","dk",4,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",31,69,0,0," PLI FDI","Mix","FDI",69,"PLI",31,NA,NA,NA,NA,"shift"
"343",343,"313","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",85,15,0,0," PLI FDI","PLI","PLI",85,"FDI",15,NA,NA,NA,NA,"static"
"344",344,"267","SBPS","xc",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",5,0,0,95," PLI AT","AT","AT",95,"PLI",5,NA,NA,NA,NA,"shift"
"345",345,"277","IDF","dk",4,"PLI",95,"FDI",4,"AT",1,"",NA,95,4,0,1," PLI FDI AT",2024,"PLI","PLI",95,"FDI",4,"AT",1,NA,NA,"AT, FDI, PLI",62,23,0,15," PLI FDI AT","Mix","PLI",62,"FDI",23,"AT",15,NA,NA,"shift"
"346",346,"325","IDF","dk",4,"AT",40,"PLI",35,"SX",13,"FDI",12,35,12,13,40," PLI FDI SX AT",2024,"Mix","AT",40,"PLI",35,"SX",13,"FDI",12,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"347",347,"944","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, FDI",0,96,0,4," FDI AT","FDI","FDI",96,"AT",4,NA,NA,NA,NA,"static"
"348",348,"943","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"349",349,"710","IDF","dk",4,"FDI",95,"PLI",3,"AT",1,"SX",1,3,95,1,1," PLI FDI SX AT",2024,"FDI","FDI",95,"PLI",3,"AT",1,"SX",1,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"350",350,"864","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, FDI",0,97,0,3," FDI AT","FDI","FDI",97,"AT",3,NA,NA,NA,NA,"static"
"351",351,"357","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"352",352,"406","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",97,3,0,0," PLI FDI","PLI","PLI",97,"FDI",3,NA,NA,NA,NA,"static"
"353",353,"453","IDF","dk",4,"FDI",84,"PLI",15,"",NA,"",NA,15,84,0,0," PLI FDI",2024,"FDI","FDI",84,"PLI",15,NA,NA,NA,NA,"FDI, PLI",1,99,0,0," PLI FDI","FDI","FDI",99,"PLI",1,NA,NA,NA,NA,"static"
"354",354,"941","IDF","xm",NA,"PLI",80,"FDI",20,"",NA,"",NA,80,20,0,0," PLI FDI",2024,"PLI","PLI",80,"FDI",20,NA,NA,NA,NA,"FDI, SX",0,98,2,0," FDI SX","FDI","FDI",98,"SX",2,NA,NA,NA,NA,"shift"
"355",355,"983","IDF","dk",4,"FDI",80,"PLI",20,"",NA,"",NA,20,80,0,0," PLI FDI",2024,"FDI","FDI",80,"PLI",20,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"356",356,"1018","IDF","xm",NA,"FDI",60,"PLI",40,"",NA,"",NA,40,60,0,0," PLI FDI",2024,"Mix","FDI",60,"PLI",40,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"shift"
"357",357,"495","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"358",358,"649","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"359",359,"982","IDF","dk",4,"FDI",75,"PLI",14,"AT",6,"SX",5,14,75,5,6," PLI FDI SX AT",2024,"Mix","FDI",75,"PLI",14,"AT",6,"SX",5,"AT, FDI",0,63,0,37," FDI AT","Mix","FDI",63,"AT",37,NA,NA,NA,NA,"static"
"360",360,"986","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"361",361,"1019","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"362",362,"1106","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"363",363,"1107","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, FDI",0,98,0,2," FDI AT","FDI","FDI",98,"AT",2,NA,NA,NA,NA,"static"
"364",364,"647","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",98,2,0,0," PLI FDI","PLI","PLI",98,"FDI",2,NA,NA,NA,NA,"static"
"365",365,"699","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",83,9,0,9," PLI FDI AT","PLI","PLI",83,"FDI",9,"AT",9,NA,NA,"static"
"366",366,"1396","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"367",367,"656","IDF","dk",4,"FDI",85,"SX",9,"PLI",5,"AT",1,5,85,9,1," PLI FDI SX AT",2024,"FDI","FDI",85,"SX",9,"PLI",5,"AT",1,"AT, FDI, PLI, SX",0,99,0,1," FDI AT","FDI","FDI",99,"AT",1,NA,NA,NA,NA,"static"
"368",368,"1326","IDF","xm",NA,"FDI",90,"SX",10,"",NA,"",NA,0,90,10,0," FDI SX",2024,"FDI","FDI",90,"SX",10,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"369",369,"1393","IDF","xm",NA,"AT",90,"SX",10,"",NA,"",NA,0,0,10,90," SX AT",2024,"AT","AT",90,"SX",10,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"static"
"370",370,"979","IDF","dk",4,"FDI",80,"PLI",17,"SX",2,"AT",1,17,80,2,1," PLI FDI SX AT",2024,"FDI","FDI",80,"PLI",17,"SX",2,"AT",1,"AT, FDI",0,99,0,1," FDI AT","FDI","FDI",99,"AT",1,NA,NA,NA,NA,"static"
"371",371,"1015","IDF","dk",4,"FDI",78,"PLI",18,"AT",4,"",NA,18,78,0,4," PLI FDI AT",2024,"Mix","FDI",78,"PLI",18,"AT",4,NA,NA,"AT, FDI, PLI",3,90,0,8," PLI FDI AT","FDI","FDI",90,"AT",8,"PLI",3,NA,NA,"shift"
"372",372,"1166","IDF","xm",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",5,2,0,93," PLI FDI AT","AT","AT",93,"PLI",5,"FDI",2,NA,NA,"shift"
"373",373,"1167","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",6,88,0,7," PLI FDI AT","FDI","FDI",88,"AT",7,"PLI",6,NA,NA,"static"
"374",374,"1245","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, FDI",0,31,0,69," FDI AT","Mix","AT",69,"FDI",31,NA,NA,NA,NA,"shift"
"375",375,"1360","IDF","xm",NA,"FDI",80,"PLI",20,"",NA,"",NA,20,80,0,0," PLI FDI",2024,"FDI","FDI",80,"PLI",20,NA,NA,NA,NA,"AT, AT, FDI",0,11,0,89," FDI AT","AT","AT",89,"FDI",11,NA,NA,NA,NA,"shift"
"376",376,"1065","IDF","dk",4,"FDI",93,"PLI",7,"",NA,"",NA,7,93,0,0," PLI FDI",2024,"FDI","FDI",93,"PLI",7,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"377",377,"1094","SBPS","xc",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"378",378,"1096","IDF","dk",4,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"379",379,"1097","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"380",380,"1098","IDF","xm",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"381",381,"1329","IDF","dk",4,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2024,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"AT, FDI, PLI",63,5,0,32," PLI FDI AT","Mix","PLI",63,"AT",32,"FDI",5,NA,NA,"shift"
"382",382,"1330","IDF","dk",4,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2024,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"383",383,"1331","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",15,78,0,7," PLI FDI AT","Mix","FDI",78,"PLI",15,"AT",7,NA,NA,"shift"
"384",384,"1362","IDF","dk",4,"PLI",60,"FDI",20,"AT",20,"",NA,60,20,0,20," PLI FDI AT",2024,"Mix","PLI",60,"FDI",20,"AT",20,NA,NA,"NR",0,0,0,0,"NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"shift"
"385",385,"445","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"386",386,"446","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"387",387,"447","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"388",388,"1165","IDF","xm",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"389",389,"1205","IDF","xm",NA,"FDI",70,"PLI",30,"",NA,"",NA,30,70,0,0," PLI FDI",2024,"Mix","FDI",70,"PLI",30,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"shift"
"390",390,"1332","IDF","xm",NA,"FDI",80,"PLI",10,"AT",10,"",NA,10,80,0,10," PLI FDI AT",2024,"FDI","FDI",80,"PLI",10,"AT",10,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"391",391,"250","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"392",392,"251","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"393",393,"252","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"394",394,"253","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"395",395,"298","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"396",396,"299","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"397",397,"300","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"398",398,"301","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"399",399,"1164","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",92,0,0,8," PLI AT","PLI","PLI",92,"AT",8,NA,NA,NA,NA,"static"
"400",400,"1203","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"401",401,"302","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"402",402,"303","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"403",403,"346","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"404",404,"347","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"405",405,"348","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"406",406,"349","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"407",407,"395","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"408",408,"396","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"409",409,"397","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"410",410,"1199","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"411",411,"1237","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"412",412,"1201","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"413",413,"1239","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"414",414,"1204","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",83,2,0,15," PLI FDI AT","PLI","PLI",83,"AT",15,"FDI",2,NA,NA,"static"
"415",415,"1278","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"416",416,"1404","IDF","xm",NA,"AT",70,"SX",19,"FDI",9,"",NA,0,9,19,70," FDI SX AT",2024,"Mix","AT",70,"SX",19,"FDI",9,NA,NA,"AT, FDI, SX",0,22,74,4," FDI SX AT","Mix","SX",74,"FDI",22,"AT",4,NA,NA,"static"
"417",417,"1325","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"418",418,"1381","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"419",419,"2570","SBPS","mk",NA,"AT",54,"PLI",46,"",NA,"",NA,46,0,0,54," PLI AT",2024,"Mix","AT",54,"PLI",46,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"420",420,"2571","SBPS","mk",NA,"PLI",83,"SX",13,"AT",4,"",NA,83,0,13,4," PLI SX AT",2024,"PLI","PLI",83,"SX",13,"AT",4,NA,NA,"AT, PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"421",421,"2463","SBPS","mk",NA,"PLI",69,"AT",20,"SX",11,"",NA,69,0,11,20," PLI SX AT",2024,"Mix","PLI",69,"AT",20,"SX",11,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"422",422,"2525","SBPS","mk",NA,"AT",44,"PLI",34,"SX",22,"",NA,34,0,22,44," PLI SX AT",2024,"Mix","AT",44,"PLI",34,"SX",22,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"423",423,"2573","SBPS","mk",NA,"PLI",55,"AT",35,"SX",10,"",NA,55,0,10,35," PLI SX AT",2024,"Mix","PLI",55,"AT",35,"SX",10,NA,NA,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA,"shift"
"424",424,"2603","SBPS","mk",NA,"PLI",80,"SX",20,"",NA,"",NA,80,0,20,0," PLI SX",2024,"PLI","PLI",80,"SX",20,NA,NA,NA,NA,"AT, FDI, PLI",32,0,0,67," PLI AT","Mix","AT",67,"PLI",32,NA,NA,NA,NA,"shift"
"425",425,"2604","SBPS","mk",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"426",426,"2377","SBPS","dc",NA,"PLI",66,"SX",28,"AT",6,"",NA,66,0,28,6," PLI SX AT",2024,"Mix","PLI",66,"SX",28,"AT",6,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"427",427,"2453","SBPS","dc",NA,"PLI",60,"SX",35,"AT",5,"",NA,60,0,35,5," PLI SX AT",2024,"Mix","PLI",60,"SX",35,"AT",5,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"428",428,"2250","SBPS","dc",NA,"PLI",90,"SX",8,"AT",2,"",NA,90,0,8,2," PLI SX AT",2024,"PLI","PLI",90,"SX",8,"AT",2,NA,NA,"SX",0,0,100,0," SX","SX","SX",100,NA,NA,NA,NA,NA,NA,"shift"
"429",429,"1690","SBPS","dc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",93,0,0,7," PLI AT","PLI","PLI",93,"AT",7,NA,NA,NA,NA,"static"
"430",430,"1734","SBPS","dc",NA,"PLI",48,"SX",47,"AT",5,"",NA,48,0,47,5," PLI SX AT",2024,"Mix","PLI",48,"SX",47,"AT",5,NA,NA,"PLI, SX",98,0,2,0," PLI SX","PLI","PLI",98,"SX",2,NA,NA,NA,NA,"shift"
"431",431,"2094","SBPS","dc",NA,"PLI",91,"SX",8,"AT",1,"",NA,91,0,8,1," PLI SX AT",2024,"PLI","PLI",91,"SX",8,"AT",1,NA,NA,"AT, PLI",96,0,0,4," PLI AT","PLI","PLI",96,"AT",4,NA,NA,NA,NA,"static"
"432",432,"2256","SBPS","mk",NA,"PLI",90,"AT",9,"SX",1,"",NA,90,0,1,9," PLI SX AT",2024,"PLI","PLI",90,"AT",9,"SX",1,NA,NA,"AT, PLI, SX",83,0,1,16," PLI SX AT","PLI","PLI",83,"AT",16,"SX",1,NA,NA,"static"
"433",433,"2320","SBPS","mk",NA,"PLI",47,"SX",41,"AT",12,"",NA,47,0,41,12," PLI SX AT",2024,"Mix","PLI",47,"SX",41,"AT",12,NA,NA,"AT, PLI, SX",71,0,15,14," PLI SX AT","Mix","PLI",71,"SX",15,"AT",14,NA,NA,"static"
"434",434,"975","IDF","dk",4,"FDI",56,"AT",38,"PLI",6,"",NA,6,56,0,38," PLI FDI AT",2024,"Mix","FDI",56,"AT",38,"PLI",6,NA,NA,"AT, FDI, PLI",50,41,0,9," PLI FDI AT","Mix","PLI",50,"FDI",41,"AT",9,NA,NA,"static"
"435",435,"1013","IDF","dk",4,"FDI",83,"PLI",10,"SX",5,"AT",2,10,83,5,2," PLI FDI SX AT",2024,"FDI","FDI",83,"PLI",10,"SX",5,"AT",2,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"436",436,"1070","IDF","dk",4,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2024,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"437",437,"1134","IDF","dk",4,"FDI",60,"PLI",40,"",NA,"",NA,40,60,0,0," PLI FDI",2024,"Mix","FDI",60,"PLI",40,NA,NA,NA,NA,"AT, FDI, PLI",58,41,0,1," PLI FDI AT","Mix","PLI",58,"FDI",41,"AT",1,NA,NA,"static"
"438",438,"1135","IDF","dk",4,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2024,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"AT, PLI",36,0,0,64," PLI AT","Mix","AT",64,"PLI",36,NA,NA,NA,NA,"shift"
